"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"1","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","5/27","97/11146",0.0515463917525773,21.2791141657121,9.88467543837484,3.12116212696466e-06,2.94281000542383e-05,1.26723875831648e-05,"4792/1326/4791/57162/7189",5
"1","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","5/27","97/11146",0.0515463917525773,21.2791141657121,9.88467543837484,3.12116212696466e-06,2.94281000542383e-05,1.26723875831648e-05,"4792/1326/4791/57162/7189",5
"1","R-HSA-975871","MyD88 cascade initiated on plasma membrane","5/27","97/11146",0.0515463917525773,21.2791141657121,9.88467543837484,3.12116212696466e-06,2.94281000542383e-05,1.26723875831648e-05,"4792/1326/4791/57162/7189",5
"1","R-HSA-5607764","CLEC7A (Dectin-1) signaling","5/27","101/11146",0.0495049504950495,20.4363769710304,9.66901410623967,3.81087431058401e-06,3.42978687952561e-05,1.47694171845601e-05,"4792/4791/7189/9020/8915",5
"1","R-HSA-877312","Regulation of IFNG signaling","3/27","14/11146",0.214285714285714,88.4603174603175,16.1353177302691,4.53332100959176e-06,3.90259808651813e-05,1.68054463055805e-05,"9021/5770/8651",3
"1","R-HSA-9020702","Interleukin-1 signaling","5/27","115/11146",0.0434782608695652,17.9484702093398,9.00245658405104,7.21521751150345e-06,5.95255444699034e-05,2.56330095803412e-05,"4792/1326/4791/57162/7189",5
"1","R-HSA-1810476","RIP-mediated NFkB activation via ZBP1","3/27","17/11146",0.176470588235294,72.8496732026144,14.6086552409882,8.42788482893522e-06,6.67488478451669e-05,2.87435229955264e-05,"4792/4791/148022",3
"1","R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","4/27","57/11146",0.0701754385964912,28.9694606887589,10.4319232162776,9.88111796035683e-06,7.5248513698102e-05,3.24036661857856e-05,"330/4791/7189/7128",4
"1","R-HSA-168927","TICAM1, RIP1-mediated IKK complex recruitment","3/27","20/11146",0.15,61.9222222222222,13.4372457475146,1.40607781052254e-05,0.000103112372771653,4.44024571743959e-05,"330/148022/7189",3
"1","R-HSA-1606322","ZBP1(DAI) mediated induction of type I IFNs","3/27","21/11146",0.142857142857143,58.973544973545,13.1032355564297,1.63777588089404e-05,0.000115814151577507,4.98721226888787e-05,"4792/4791/148022",3
"1","R-HSA-1169091","Activation of NF-kappaB in B cells","4/27","67/11146",0.0597014925373134,24.6456605859591,9.5659393909981,1.88590133163346e-05,0.000128761539194285,5.54475527630892e-05,"4792/4794/5966/8915",4
"1","R-HSA-5621481","C-type lectin receptors (CLRs)","5/27","143/11146",0.034965034965035,14.4340844340844,7.96727099244188,2.08408913294913e-05,0.000137549882774643,5.9232006936449e-05,"4792/4791/7189/9020/8915",5
"1","R-HSA-933542","TRAF6 mediated NF-kB activation","3/27","25/11146",0.12,49.5377777777778,11.9720087705475,2.81400092294233e-05,0.000173256466161252,7.46080476292472e-05,"4792/4791/7189",3
"1","R-HSA-937041","IKK complex recruitment mediated by RIP1","3/27","25/11146",0.12,49.5377777777778,11.9720087705475,2.81400092294233e-05,0.000173256466161252,7.46080476292472e-05,"330/148022/7189",3
"1","R-HSA-446652","Interleukin-1 family signaling","5/27","153/11146",0.0326797385620915,13.4906802227064,7.66589285344307,2.8876077693542e-05,0.000173256466161252,7.46080476292472e-05,"4792/1326/4791/57162/7189",5
"1","R-HSA-912694","Regulation of IFNA/IFNB signaling","3/27","26/11146",0.115384615384615,47.6324786324786,11.7303733158782,3.17591013805462e-05,0.000184950060980828,7.96435669295431e-05,"9021/5770/8651",3
"1","R-HSA-168928","DDX58/IFIH1-mediated induction of interferon-alpha/beta","4/27","82/11146",0.0487804878048781,20.1373080397471,8.57078781428472,4.1980985200324e-05,0.000237492430561833,0.000102269467706053,"4792/4791/7189/7128",4
"1","R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)","4/27","83/11146",0.0481927710843374,19.8946898705935,8.51395619470326,4.40337422383627e-05,0.000242185582310995,0.000104290442143491,"4792/4794/5966/8915",4
"1","R-HSA-5260271","Diseases of Immune System","3/27","32/11146",0.09375,38.7013888888889,10.5241298005736,6.00022918670318e-05,0.00031264352078085,0.000134631181197495,"4792/4791/148022",3
"1","R-HSA-5602358","Diseases associated with the TLR signaling cascade","3/27","32/11146",0.09375,38.7013888888889,10.5241298005736,6.00022918670318e-05,0.00031264352078085,0.000134631181197495,"4792/4791/148022",3
"1","R-HSA-1266695","Interleukin-7 signaling","3/27","36/11146",0.0833333333333333,34.4012345679012,9.89112735362071,8.581814266327e-05,0.000435692108905832,0.00018761861149055,"8660/1154/8651",3
"1","R-HSA-168638","NOD1/2 Signaling Pathway","3/27","37/11146",0.0810810810810811,33.4714714714715,9.74887274625353,9.32396574349755e-05,0.000461536304303129,0.000198747690848237,"330/7189/7128",3
"1","R-HSA-5357801","Programmed Cell Death","5/27","213/11146",0.0234741784037559,9.6904886106764,6.31034895338486,0.000139311133179865,0.000668761248752853,0.00028798331286008,"3659/330/148022/57162/4000",5
"1","R-HSA-983705","Signaling by the B Cell Receptor (BCR)","4/27","112/11146",0.0357142857142857,14.7433862433862,7.20319757234443,0.000141858446705151,0.000668761248752853,0.00028798331286008,"4792/4794/5966/8915",4
"1","R-HSA-445989","TAK1-dependent IKK and NF-kappa-B activation","3/27","45/11146",0.0666666666666667,27.520987654321,8.78423513329146,0.000168094316355774,0.000774015689266123,0.000333308191550005,"4792/4791/7189",3
"1","R-HSA-2586552","Signaling by Leptin","2/27","11/11146",0.181818181818182,75.0572390572391,12.1089867021683,0.000306657405774935,0.00134929258540971,0.000581035084626192,"9021/8660",2
"1","R-HSA-9014325","TICAM1,TRAF6-dependent induction of TAK1 complex","2/27","11/11146",0.181818181818182,75.0572390572391,12.1089867021683,0.000306657405774935,0.00134929258540971,0.000581035084626192,"148022/7189",2
"1","R-HSA-4755510","SUMOylation of immune response proteins","2/27","12/11146",0.166666666666667,68.8024691358025,11.5797605124825,0.000367439129000923,0.00158158581613441,0.000681065662450224,"4792/4791",2
"1","R-HSA-5218859","Regulated Necrosis","3/27","60/11146",0.05,20.6407407407407,7.51683650796852,0.000395674865656754,0.00166688560425611,0.000717797628627034,"3659/330/57162",3
"1","R-HSA-209560","NF-kB is activated and signals survival","2/27","13/11146",0.153846153846154,63.5099715099715,11.1122991907495,0.000433597578629499,0.00178859001184669,0.000770206225197137,"4792/7189",2
"1","R-HSA-1834949","Cytosolic sensors of pathogen-associated DNA","3/27","64/11146",0.046875,19.3506944444444,7.25475033695758,0.000478649084691036,0.00190135481267746,0.000818765230339574,"4792/4791/148022",3
"1","R-HSA-73887","Death Receptor Signaling","4/27","154/11146",0.025974025974026,10.7224627224627,5.98669786158757,0.000480140104211479,0.00190135481267746,0.000818765230339574,"4792/330/7189/7128",4
"1","R-HSA-937039","IRAK1 recruits IKK complex","2/27","15/11146",0.133333333333333,55.041975308642,10.3204540894651,0.000581946870849091,0.00221587462361769,0.000954204383376041,"57162/7189",2
"1","R-HSA-975144","IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation","2/27","15/11146",0.133333333333333,55.041975308642,10.3204540894651,0.000581946870849091,0.00221587462361769,0.000954204383376041,"57162/7189",2
"1","R-HSA-193639","p75NTR signals via NF-kB","2/27","16/11146",0.125,51.6018518518519,9.98085791975544,0.000664089018763187,0.00243499306879835,0.00104856160857345,"4792/7189",2
"1","R-HSA-975163","IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation","2/27","16/11146",0.125,51.6018518518519,9.98085791975544,0.000664089018763187,0.00243499306879835,0.00104856160857345,"148022/7189",2
"1","R-HSA-937072","TRAF6-mediated induction of TAK1 complex within TLR4 complex","2/27","17/11146",0.117647058823529,48.5664488017429,9.6713293270413,0.000751510503287753,0.00270543781183591,0.00116502106729776,"148022/7189",2
"1","R-HSA-5676594","TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway","2/27","18/11146",0.111111111111111,45.8683127572016,9.38764127808049,0.000844187174544907,0.00298480465285521,0.00128532257778454,"330/9020",2
"1","R-HSA-2871837","FCERI mediated NF-kB activation","3/27","82/11146",0.0365853658536585,15.1029810298103,6.31612647423238,0.000988301979736163,0.00343304898224141,0.0014783464516829,"4792/7189/8915",3
"1","R-HSA-389357","CD28 dependent PI3K/Akt signaling","2/27","22/11146",0.0909090909090909,37.5286195286195,8.45090390862118,0.00126696547549205,0.00432515800254181,0.00186250823075963,"1326/9020",2
"1","R-HSA-5357786","TNFR1-induced proapoptotic signaling","2/27","25/11146",0.08,33.0251851851852,7.89912137450553,0.0016380569617349,0.00536919736028729,0.00231209455706151,"330/7128",2
"1","R-HSA-9705462","Inactivation of CSF3 (G-CSF) signaling","2/27","25/11146",0.08,33.0251851851852,7.89912137450553,0.0016380569617349,0.00536919736028729,0.00231209455706151,"9021/8651",2
"1","R-HSA-202424","Downstream TCR signaling","3/27","98/11146",0.0306122448979592,12.6371882086168,5.70175190937844,0.00165414666150265,0.00536919736028729,0.00231209455706151,"4792/7189/8915",3
"1","R-HSA-5668541","TNFR2 non-canonical NF-kB pathway","3/27","102/11146",0.0294117647058824,12.1416122004357,5.57024090787131,0.00185536236787054,0.005925189497393,0.00255151700844675,"330/4791/9020",3
"1","R-HSA-9674555","Signaling by CSF3 (G-CSF)","2/27","30/11146",0.0666666666666667,27.520987654321,7.16745714691085,0.00235752786716514,0.00740937329680473,0.00319063921871974,"9021/8651",2
"1","R-HSA-5213460","RIPK1-mediated regulated necrosis","2/27","32/11146",0.0625,25.8009259259259,6.92303841611993,0.00268011695797555,0.00816404857967936,0.00351561900560355,"330/57162",2
"1","R-HSA-5675482","Regulation of necroptotic cell death","2/27","32/11146",0.0625,25.8009259259259,6.92303841611993,0.00268011695797555,0.00816404857967936,0.00351561900560355,"330/57162",2
"1","R-HSA-389356","CD28 co-stimulation","2/27","33/11146",0.0606060606060606,25.0190796857464,6.80905322697433,0.00284877637349028,0.00841877196941903,0.00362530850357757,"1326/9020",2
"1","R-HSA-5357956","TNFR1-induced NF-kappa-B signaling pathway","2/27","33/11146",0.0606060606060606,25.0190796857464,6.80905322697433,0.00284877637349028,0.00841877196941903,0.00362530850357757,"330/7128",2
"1","R-HSA-202403","TCR signaling","3/27","120/11146",0.025,10.3203703703704,5.05829149510731,0.00294804047965245,0.0085840002201645,0.00369645942495122,"4792/7189/8915",3
"1","R-HSA-190861","Gap junction assembly","2/27","36/11146",0.0555555555555556,22.9341563786008,6.49537470520525,0.00338393930720913,0.00971043453373055,0.00418152683270694,"2700/2702",2
"2","R-HSA-6783783","Interleukin-10 signaling","11/59","47/11146",0.234042553191489,44.2142084385142,21.6567151396618,5.14000466625798e-16,1.33640121322707e-13,1.06587465184508e-13,"1440/6347/3976/3553/3383/729230/5743/2919/3569/3586/2920",11
"2","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","11/59","108/11146",0.101851851851852,19.2413684871312,13.8957860190727,7.98946380224982e-12,1.03863029429248e-09,8.2838124686485e-10,"6347/3162/3976/3553/3383/7412/5743/3929/3598/3569/3586",11
"2","R-HSA-449147","Signaling by Interleukins","17/59","473/11146",0.0359408033826638,6.78976600852833,9.38657914464356,1.88222729761589e-10,1.63126365793377e-08,1.30104834256256e-08,"1440/6347/3162/3976/3553/3383/729230/7412/5743/3929/84868/3598/2919/3569/3586/4478/2920",17
"2","R-HSA-375276","Peptide ligand-binding receptors","12/59","201/11146",0.0597014925373134,11.2785226410321,10.7270390372335,4.53786290707076e-10,2.94961088959599e-08,2.35252366498142e-08,"6376/6347/729230/6863/2921/183/1907/1906/2919/7852/2920/3827",12
"2","R-HSA-373076","Class A/1 (Rhodopsin-like receptors)","14/59","334/11146",0.0419161676646707,7.91860347102405,9.36478203767026,1.40999924224959e-09,6.49172617672013e-08,5.17761156604804e-08,"6376/6347/729230/6863/154/2921/183/1907/1906/2919/7852/2920/3827/1880",14
"2","R-HSA-500792","GPCR ligand binding","16/59","468/11146",0.0341880341880342,6.45864117050558,8.80078746657079,1.49809065616618e-09,6.49172617672013e-08,5.17761156604804e-08,"6376/6347/729230/6863/154/2921/183/3549/1907/1906/2919/7852/2920/3827/796/1880",16
"2","R-HSA-75205","Dissolution of Fibrin Clot","5/59","13/11146",0.384615384615385,72.6597131681877,18.858174738881,4.35530677643296e-09,1.61768537410367e-07,1.2902186991839e-07,"5054/3273/5340/5329/5270",5
"2","R-HSA-380108","Chemokine receptors bind chemokines","7/59","59/11146",0.11864406779661,22.4136742315427,12.0300987402917,2.22247450888369e-08,7.22304215387198e-07,5.76088787171166e-07,"6376/6347/729230/2921/2919/7852/2920",7
"2","R-HSA-114608","Platelet degranulation","8/59","129/11146",0.062015503875969,11.7156746813822,8.92979973455548,3.49853590698178e-07,1.01068815090585e-05,8.06095407807498e-06,"5054/3273/7057/213/5340/3827/12/2243",8
"2","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","8/59","134/11146",0.0597014925373134,11.2785226410321,8.73190522225809,4.68574345889386e-07,1.2182932993124e-05,9.71675222528517e-06,"5054/3273/7057/213/5340/3827/12/2243",8
"2","R-HSA-1474244","Extracellular matrix organization","10/59","300/11146",0.0333333333333333,6.29717514124294,6.78467701839028,3.35638161868848e-06,7.93326564417278e-05,6.32734142470461e-05,"5054/1634/7448/3383/7057/7412/5340/650/6696/2243",10
"2","R-HSA-5686938","Regulation of TLR by endogenous ligand","4/59","22/11146",0.181818181818182,34.3482280431433,11.4212235308115,4.82399858809364e-06,0.000104519969408696,8.33620808644252e-05,"6279/3929/6280/2243",4
"2","R-HSA-216083","Integrin cell surface interactions","6/59","85/11146",0.0705882352941176,13.3351944167498,8.32755067242911,5.36604261714371e-06,0.000107320852342874,8.55959834475556e-05,"7448/3383/7057/7412/6696/2243",6
"2","R-HSA-76002","Platelet activation, signaling and aggregation","9/59","263/11146",0.0342205323193916,6.46478056325321,6.54237307350958,8.85630949664814e-06,0.000164474319223466,0.000131179922619525,"5054/3273/7057/213/5340/3827/12/7066/2243",9
"2","R-HSA-418594","G alpha (i) signalling events","9/59","318/11146",0.0283018867924528,5.34665813879117,5.73659169086371,4.00219191252821e-05,0.000693713264838223,0.000553285478433725,"6376/729230/2921/183/2919/7852/2920/3827/1880",9
"2","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","6/59","125/11146",0.048,9.06793220338983,6.61707053203289,4.88815766985066e-05,0.000775739397038502,0.000618707130431517,"213/5340/6696/3569/3827/2243",6
"2","R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","4/59","39/11146",0.102564102564103,19.3759235115167,8.38575385501902,5.07214221140559e-05,0.000775739397038502,0.000618707130431517,"3827/7056/5270/2243",4
"2","R-HSA-2022377","Metabolism of Angiotensinogen to Angiotensins","3/59","17/11146",0.176470588235294,33.3379860418744,9.73348529713194,9.0884607349333e-05,0.00124368410056982,0.000991926185474715,"5972/183/4311",3
"2","R-HSA-5602498","MyD88 deficiency (TLR2/4)","3/59","17/11146",0.176470588235294,33.3379860418744,9.73348529713194,9.0884607349333e-05,0.00124368410056982,0.000991926185474715,"6279/6280/2243",3
"2","R-HSA-5603041","IRAK4 deficiency (TLR2/4)","3/59","18/11146",0.166666666666667,31.4858757062147,9.44246507482974,0.000108651505846571,0.00141246957600542,0.0011265445606197,"6279/6280/2243",3
"2","R-HSA-140875","Common Pathway of Fibrin Clot Formation","3/59","22/11146",0.136363636363636,25.7611710323575,8.48029673058912,0.000201988211597782,0.00250080642930587,0.00199457031001319,"7056/5270/2243",3
"2","R-HSA-8957275","Post-translational protein phosphorylation","5/59","108/11146",0.0462962962962963,8.74607658505963,5.90075370656942,0.000257046132115964,0.00303781792500685,0.00242287502520789,"213/6696/3569/3827/2243",5
"2","R-HSA-5260271","Diseases of Immune System","3/59","32/11146",0.09375,17.7108050847458,6.9055167816606,0.000626552831950494,0.00678765567946369,0.0054136363111512,"6279/6280/2243",3
"2","R-HSA-5602358","Diseases associated with the TLR signaling cascade","3/59","32/11146",0.09375,17.7108050847458,6.9055167816606,0.000626552831950494,0.00678765567946369,0.0054136363111512,"6279/6280/2243",3
"2","R-HSA-416476","G alpha (q) signalling events","6/59","216/11146",0.0277777777777778,5.24764595103578,4.59858399457391,0.000945761473162525,0.00983591932089026,0.00784484253528494,"6863/1839/183/1907/1906/3827",6
"3","R-HSA-9031628","NGF-stimulated transcription","14/42","39/11146",0.358974358974359,95.2649572649573,36.2667925091102,1.44679797781579e-25,3.02380777363501e-23,1.84276374016538e-23,"3398/1958/1959/3727/6722/3726/2353/8061/1960/10221/6446/23237/3400/6236",14
"3","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","15/42","61/11146",0.245901639344262,65.2576112412178,30.9489985443571,1.62509551231614e-24,1.69822481037036e-22,1.03492924731712e-22,"3398/1958/1959/3727/6722/1848/3726/2353/8061/1960/10221/6446/23237/3400/6236",15
"3","R-HSA-187037","Signaling by NTRK1 (TRKA)","15/42","115/11146",0.130434782608696,34.6149068322981,22.2842665633139,4.87971240985378e-20,3.3995329788648e-18,2.07173754944669e-18,"3398/1958/1959/3727/6722/1848/3726/2353/8061/1960/10221/6446/23237/3400/6236",15
"3","R-HSA-166520","Signaling by NTRKs","15/42","134/11146",0.111940298507463,29.7068230277186,20.5602970448814,5.32842055488636e-19,2.78409973992813e-17,1.69668128195066e-17,"3398/1958/1959/3727/6722/1848/3726/2353/8061/1960/10221/6446/23237/3400/6236",15
"3","R-HSA-9648895","Response of EIF2AK1 (HRI) to heme deficiency","5/42","15/11146",0.333333333333333,88.4603174603175,20.8456068465041,1.73482355806425e-09,7.25156247270855e-08,4.41923474791103e-08,"23645/1051/468/467/1649",5
"3","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","7/42","108/11146",0.0648148148148148,17.2006172839506,10.4045475781189,1.3452360230171e-07,4.12972481645766e-06,2.51672980504345e-06,"3726/2353/5292/604/1026/1052/4609",7
"3","R-HSA-9614085","FOXO-mediated transcription","6/42","65/11146",0.0923076923076923,24.4967032967033,11.6842028674906,1.38316142178008e-07,4.12972481645766e-06,2.51672980504345e-06,"2810/1647/604/1026/9314/1649",6
"3","R-HSA-380994","ATF4 activates genes in response to endoplasmic reticulum  stress","4/42","27/11146",0.148148148148148,39.31569664903,12.2588773017774,2.87021059258244e-06,7.49842517312162e-05,4.56967739082204e-05,"1051/468/467/1649",4
"3","R-HSA-381042","PERK regulates gene expression","4/42","32/11146",0.125,33.1726190476191,11.2085946763189,5.80135654574837e-06,0.000134720390895712,8.21010692439244e-05,"1051/468/467/1649",4
"3","R-HSA-6791312","TP53 Regulates Transcription of Cell Cycle Genes","4/42","48/11146",0.0833333333333333,22.1150793650794,9.01604211416677,3.00504421600918e-05,0.000619648194124368,0.000377624938247537,"7832/2810/1647/1026",4
"3","R-HSA-9617828","FOXO-mediated transcription of cell cycle genes","3/42","17/11146",0.176470588235294,46.8319327731092,11.6302624918669,3.26130628486509e-05,0.000619648194124368,0.000377624938247537,"1647/1026/9314",3
"3","R-HSA-3700989","Transcriptional Regulation by TP53","8/42","359/11146",0.0222841225626741,5.91378166865632,5.8201971478686,4.84560702849537e-05,0.00084394322412961,0.000514314430217491,"2353/7832/2810/3725/6446/1647/604/1026",8
"3","R-HSA-449147","Signaling by Interleukins","9/42","473/11146",0.0190274841437632,5.04953186348535,5.53499319461861,5.27663474834421e-05,0.000848320509541493,0.000516982027975425,"1848/3726/2353/3725/5292/604/1026/1052/4609",9
"3","R-HSA-2559583","Cellular Senescence","6/42","195/11146",0.0307692307692308,8.16556776556777,6.20820399272428,8.24331074128481e-05,0.00116498167451042,0.000709961131280591,"1051/2353/2077/2114/3725/1026",6
"3","R-HSA-112409","RAF-independent MAPK1/3 activation","3/42","23/11146",0.130434782608696,34.6149068322981,9.92452697167817,8.36111249648629e-05,0.00116498167451042,0.000709961131280591,"1843/1848/1847",3
"3","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","3/42","31/11146",0.0967741935483871,25.6820276497696,8.46314736161538,0.000207809697940226,0.0027145141793442,0.00165427456912943,"1848/2353/3725",3
"3","R-HSA-381340","Transcriptional regulation of white adipocyte differentiation","4/42","84/11146",0.0476190476190476,12.6371882086168,6.58409106878381,0.000270142678794318,0.00332116587458897,0.00202397920335062,"1959/1051/9314/1052",4
"3","R-HSA-5663202","Diseases of signal transduction by growth factor receptors and second messengers","8/42","464/11146",0.0172413793103448,4.57553366174056,4.83836390468063,0.000287380015908591,0.00333680129582753,0.00203350771490874,"1848/3726/1051/3725/5292/1026/3164/4609",8
"3","R-HSA-9700206","Signaling by ALK in cancer","4/42","91/11146",0.043956043956044,11.665096807954,6.28247949333479,0.000367128088545381,0.00383648852529923,0.00233802624810479,"3726/1051/3725/1026",4
"3","R-HSA-9725370","Signaling by ALK fusions and activated point mutants","4/42","91/11146",0.043956043956044,11.665096807954,6.28247949333479,0.000367128088545381,0.00383648852529923,0.00233802624810479,"3726/1051/3725/1026",4
"3","R-HSA-381119","Unfolded Protein Response (UPR)","4/42","95/11146",0.0421052631578947,11.1739348370927,6.12456037116184,0.000432569031605529,0.00430509179074074,0.00262360164532677,"1051/468/467/1649",4
"3","R-HSA-5675221","Negative regulation of MAPK pathway","3/42","43/11146",0.0697674418604651,18.514950166113,7.0769791960415,0.000552888063675444,0.00491929058729602,0.00299790562106683,"1843/1848/1847",3
"3","R-HSA-9633012","Response of EIF2AK4 (GCN2) to amino acid deficiency","4/42","102/11146",0.0392156862745098,10.4070961718021,5.86972055545554,0.000566524150016223,0.00491929058729602,0.00299790562106683,"1051/468/467/1649",4
"3","R-HSA-381183","ATF6 (ATF6-alpha) activates chaperone genes","2/42","10/11146",0.2,53.0761904761905,10.1321019429742,0.00061196916396984,0.00491929058729602,0.00299790562106683,"468/1649",2
"3","R-HSA-450341","Activation of the AP-1 family of transcription factors","2/42","10/11146",0.2,53.0761904761905,10.1321019429742,0.00061196916396984,0.00491929058729602,0.00299790562106683,"2353/3725",2
"3","R-HSA-9702518","STAT5 activation downstream of FLT3 ITD mutants","2/42","10/11146",0.2,53.0761904761905,10.1321019429742,0.00061196916396984,0.00491929058729602,0.00299790562106683,"5292/1026",2
"3","R-HSA-9843745","Adipogenesis","4/42","109/11146",0.036697247706422,9.73875054609,5.6384797496511,0.000727667452039001,0.00562117398322981,0.00342564619476609,"1959/1051/9314/1052",4
"3","R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)","4/42","110/11146",0.0363636363636364,9.65021645021645,5.60715325565509,0.000753075940337009,0.00562117398322981,0.00342564619476609,"1051/2353/3725/1026",4
"3","R-HSA-381033","ATF6 (ATF6-alpha) activates chaperones","2/42","12/11146",0.166666666666667,44.2301587301587,9.21460662475597,0.000893272869445656,0.00643772516255662,0.00392326741208437,"468/1649",2
"3","R-HSA-8939211","ESR-mediated signaling","5/42","222/11146",0.0225225225225225,5.97704847704848,4.60662083373979,0.00139844644135157,0.00974251020808263,0.00593726383872071,"3727/6722/2353/3725/4609",5
